251684.86	645607.7	3.66	3.66
251684.86	645597.7	3.72	3.72
251684.86	645587.7	3.27	3.27
251684.86	645577.7	3.29	3.29
251684.86	645567.7	3.71	3.71
251684.86	645557.7	3.73	3.73
251684.86	645547.7	3.82	3.82
251684.86	645537.7	3.85	3.85
251684.86	645527.7	3.67	3.67
251684.86	645517.7	3.65	3.65
251684.86	645507.7	3.6	3.6
251684.86	645497.7	3.51	3.51
251684.86	645487.7	3.49	3.49
251684.86	645477.7	3.59	3.59
251684.86	645467.7	3.58	3.58
251684.86	645457.7	3.59	3.59
251684.86	645447.7	3.64	3.64
251684.86	645437.7	3.66	3.66
251684.86	645427.7	3.6	3.6
251684.86	645397.7	3.56	3.56
251684.86	645387.7	3.55	3.55
251684.86	645377.7	3.51	3.51
251684.86	645367.7	3.61	3.61
251684.86	645357.7	3.67	3.67
251684.86	645347.7	3.66	3.66
251684.86	645337.7	3.63	3.63
251684.86	645177.7	3.77	3.77
251684.86	645167.7	3.77	3.77
251684.86	645157.7	3.65	3.65
251694.86	645827.7	3.49	3.49
251694.86	645817.7	3.78	3.78
251694.86	645807.7	3.66	3.66
251694.86	645797.7	3.2	3.2
251694.86	645787.7	3.2	3.2
251694.86	645777.7	3.68	3.68
251694.86	645767.7	3.44	3.44
251694.86	645757.7	3.31	3.31
251694.86	645747.7	3.68	3.68
251694.86	645737.7	3.72	3.72
251694.86	645727.7	3.64	3.64
251694.86	645717.7	3.57	3.57
251694.86	645707.7	3.49	3.49
251694.86	645697.7	3.48	3.48
251694.86	645687.7	3.67	3.67
251694.86	645677.7	3.55	3.55
251694.86	645667.7	3.58	3.58
251694.86	645657.7	3.67	3.67
251694.86	645647.7	3.72	3.72
251694.86	645637.7	3.83	3.83
251694.86	645627.7	3.63	3.63
251694.86	645617.7	3.53	3.53
251694.86	645607.7	3.75	3.75
251694.86	645597.7	3.71	3.71
251694.86	645587.7	3.42	3.42
251694.86	645577.7	3.31	3.31
251694.86	645567.7	3.46	3.46
251694.86	645557.7	3.54	3.54
251694.86	645547.7	3.55	3.55
251694.86	645537.7	3.75	3.75
251694.86	645517.7	3.69	3.69
251694.86	645507.7	3.66	3.66
251694.86	645497.7	3.65	3.65
251694.86	645487.7	3.68	3.68
251694.86	645477.7	3.63	3.63
251694.86	645467.7	3.48	3.48
251694.86	645457.7	3.39	3.39
251694.86	645447.7	3.49	3.49
251694.86	645437.7	3.69	3.69
251694.86	645427.7	3.66	3.66
251694.86	645397.7	3.62	3.62
251694.86	645387.7	3.63	3.63
251694.86	645377.7	3.45	3.45
251694.86	645367.7	3.66	3.66
251694.86	645357.7	3.63	3.63
251694.86	645347.7	3.69	3.69
251694.86	645337.7	3.55	3.55
251694.86	645327.7	3.62	3.62
251694.86	645277.7	3.6	3.6
251694.86	645267.7	3.76	3.76
251694.86	645257.7	3.84	3.84
251694.86	645247.7	3.7	3.7
251694.86	645157.7	3.77	3.77
251694.86	645147.7	3.79	3.79
251694.86	645137.7	3.57	3.57
251704.86	645847.7	3.43	3.43
251704.86	645837.7	3.54	3.54
251704.86	645827.7	3.6	3.6
251704.86	645817.7	3.66	3.66
251704.86	645807.7	3.7	3.7
251704.86	645797.7	3.59	3.59
251704.86	645787.7	3.46	3.46
251704.86	645777.7	3.58	3.58
251704.86	645767.7	3.5	3.5
251704.86	645757.7	3.65	3.65
